Timestamp,Chat,Sender,Message
"2025-02-09 13:12:57","OX","OX","у меня странные тут события немного хахах ну ничего плохого, тоже потом запишу"
"2025-02-09 13:12:42","OX","OX","я вот работаю в рестике"
"2025-02-09 13:08:06","hotyoga36","hotyoga36","[Document] Доброго воскресенья, дорогие!
Ловите расписание на новую неделю: https://hotyoga36.com/schedule.html

✨Кристина Яркина и Женя Пылина вернулись с обучения по Inside Flow и готовы раздавать огня!🪩

✨ В выходные будем углублять практику йоги, изучать систему пран и учиться управлять жизненной энергией на семинаре Александра Таишева🪬"
"2025-02-09 09:34:01","Матобразование+","Матобразование+","Какое наибольшее количество не бьющих друг друга людей можно поставить на шахматной доске?"
"2025-02-08 21:00:08","Дефект Кулешова","Дефект Кулешова","[Photo] Как же я запарился с этим выпуском…

https://youtu.be/_iBheEYP298?si=K0im-pVVUsECUgJB"
"2025-02-08 20:00:09","Псибот","Псибот","Привет! Как прошел твой день сегодня? Оцени его по 5-балльной шкале, где 1 - очень плохо, а 5 - отлично. Как ты себя чувствуешь физически сегодня? Оцени свое эмоциональное состояние от 1 до 5. Насколько интересен был твой день сегодня? И тревожит ли тебя что-нибудь? Оцени это также от 1 до 5."
"2025-02-08 14:08:29","hotyoga36","hotyoga36","Добрый день, дорогие! 

⚡️Срочная замена в студии на Василеостровской: 

Сегодня 8 февраля в 17:00 вместо STRETCHING с Иваном Альбертом продёт VINYASA FLOW с Лерой Буры

Будьте внимательны и до встречи на ковриках🙏"
"2025-02-08 12:03:56","🐲GoGD - Gate of Golden Dragon🐲","🐲GoGD - Gate of Golden Dragon🐲","[Photo] Доброго денёчка, друзья!🧿

С радостью хочу поведать вам о своём предстоящем семинаре!☺️

Эту информацию я раньше эксклюзивно давал только на инструкторском курсе в йога-центре «Сфера», где провожу обучающие семинары несколько лет.
В связи с большой заинтересованностью и просьбами, связанными с этим вопросом, решил сделать открытый семинар.

«Искусство речи»
для преподавателей по йоге и тех, кому это интересно.😉

Приглашаю вас на этот увлекательный путь развития речи!

Искусство речи - искусство коммуникации. Умение донести информацию до адресата так, чтобы ее услышали, правильно поняли, интерпретировали - непростая задача даже в рамках общения двух людей.  Необходимо понимать, что информация, которую говорит преподаватель по йоге, зачастую напрямую связана со здоровьем человека, что повышает важность ее восприятия. Информация должна быть слышна, понятна и приятна для слуха. 

Для улучшения качества речи мы будем работать над несколькими составляющими: дыхание, расслабление, артикуляция и энергетика. Разберем упражнения и приемы, которые помогут вам настроить свой речевой аппарат перед общением с аудиторией, а при регулярной практике, значительно улучшить качество речи, соответственно коммуникации в целом. 
Одним из важных аспектов семинара является адаптации речи под задачи инструктора по йоге. Немаловажный фактор - умение применять речь при демонстрации асан и/или в потоке практики. А также позанимаемся управлением внимания и энергетикой речи, в том числе познакомимся с принципами «чакрального звукоизвлечения», понимание и использование которого позволяет создавать условия для различных состояний у слушателя /ученика/подопечного.

Независимо от того, что семинар рассчитан в первую очередь для инструкторов по йоге, он будет интересен и полезен всем кому хотелось бы улучшить качество речи. Правильная речь меняет человека - он становится более уверенным, открытым, позитивным, расслабленным, располагающим к общению. Приходите развиваться и изменяться в лучшую версию себя. Ом!😊🙏

Запись на семинар"
"2025-02-08 09:19:01","Матобразование+","Матобразование+","Взрослым стали иногда грамоты и сертификаты выдавать электронные, да и детям на онлайн мероприятиях. А можно выдавать детям грамоты электронные за очное мероприятие? Или надо чтобы в рамочку можно было вставить?"
"2025-02-07 20:00:09","Псибот","Псибот","Привет! Как прошел твой день сегодня? Оцени его по 5-балльной шкале: от 1 до 5."
"2025-02-07 18:33:18","Журналус","Журналус","[Photo] ⁠Журналус №443. Коробочка радости токсично-продуктивного агента Гуся

Привет, дорогие читатели!

Это свежая подборка самого калорийного контента для арт-директоров и дизайнеров. В этом выпуске:

• Цитаты из книги «Искусство отдыха» Клодии Хэммонд
• Наш лонгрид, в котором пять героев рассказывают про дизайн-тренды 2025 года
• Как двигаться от геометрии к пластике и создавать сайты с вау-эффектом
• Польза визуальных повторов при отображении информации
• Что такое токсичная продуктивность и откуда она берётся
• Десять причин создания плохого UX-дизайна
• Пять советов по ускорению карьерного роста для новичков
• Советы для фрилансеров, работающих с агентствами
• ИИ-поисковик по 200 млн научных статей
• Как устроено end-to-end-шифрование. Новый лонгрид Вастрика
• В чём секрет и значимость выхода модели DeepSeek-R1
• Мощный оупенсорсный трекер времени для команд
• Бесплатные процедурные генераторы на гео-нодах для Blender"
"2025-02-07 18:33:16","Журналус","Журналус","Полный архив Журналуса"
"2025-02-07 18:33:16","Журналус","влад кяуне","Журналусы"
"2025-02-07 18:02:19","Журналус","Журналус","[Photo] ⁠Журналус №443. Коробочка радости токсично-продуктивного агента Гуся

Привет, дорогие читатели!

Это свежая подборка самого калорийного контента для арт-директоров и дизайнеров. В этом выпуске:

• Цитаты из книги «Искусство отдыха» Клодии Хэммонд
• Наш лонгрид, в котором пять героев рассказывают про дизайн-тренды 2025 года
• Как двигаться от геометрии к пластике и создавать сайты с вау-эффектом
• Польза визуальных повторов при отображении информации
• Что такое токсичная продуктивность и откуда она берётся
• Десять причин создания плохого UX-дизайна
• Пять советов по ускорению карьерного роста для новичков
• Советы для фрилансеров, работающих с агентствами
• ИИ-поисковик по 200 млн научных статей
• Как устроено end-to-end-шифрование. Новый лонгрид Вастрика
• В чём секрет и значимость выхода модели DeepSeek-R1
• Мощный оупенсорсный трекер времени для команд
• Бесплатные процедурные генераторы на гео-нодах для Blender"
"2025-02-07 15:51:12","hotyoga36","hotyoga36","[Photo] Друзья! С большим восторгом анонсируем двухдневный семинар Ильи Баринова «Искусство речи для инструкторов йоги и всех заинтересованных»🔥

Краткость — сестра таланта, а навык коммуникации — верный друг человека в современном мире🙂‍↕️🙏🏻

Донести информацию так, чтобы ее правильно поняли и интерпретировали, — непростая задача даже в обычном общении. Что уж говорить о йоге — здесь слова и рекомендации преподавателя напрямую влияют на здоровье практикующих.

На встрече с Ильей мы: 
🔵 разберем ключевые аспекты речи: дыхание, расслабление, артикуляцию и энергетику
🟣 освоим упражнения для настройки голоса и улучшения коммуникации
🟠 уделим внимание адаптации речи в йоге: как говорить при демонстрации асан и ведении практики
🟡 познакомимся с «чакральным звукоизвлечением» — инструментом управления вниманием и состоянием учеников.

Семинар полезен не только преподавателям, но и всем, кто хочет говорить уверенно и выразительно. Присоединяйтесь!
🫸🏻💫🫷🏻

8 и 9 марта, 10:00 – 13:00
📍6 линия В.О., 21
Стоимость: 
5000 ₽ — до 20 февраля 
6000 ₽ — после 20 февраля 

Пожалуйста, обратите внимание: возврат в день события невозможен. Планируйте ваше время и предупреждайте нас заранее 🙏🏻 

Для записи и вопросов пишите дежурному администратору!✨"
"2025-02-07 09:26:01","Матобразование+","Матобразование+","Когда человек обычно становится экспертом в кружках по математике? Сколько лет надо проработать? 10, год, пару месяцев, стать родителем кружковца, или просто самому посетить пять занятий?"
"2025-02-07 07:40:39","hotyoga36","hotyoga36","Доброе утро, друзья! 
СРОЧНАЯ ЗАМЕНА на Рубинштейна, сегодня в 19:30 вместо HATHA со Славой Репкиным будет SLOW FLOW с Анной Коротаевой.
До встречи на ковриках 🙏"
"2025-02-06 20:00:09","Псибот","Псибот","Привет! Как прошел твой день сегодня? Оцени его по 5-балльной шкале от 1 до 5. Как ты себя чувствуешь физически? Оцени свое эмоциональное состояние от 1 до 5. Насколько для тебя был интересен день сегодня? Тревожит ли тебя что-нибудь? Оцени это также от 1 до 5."
"2025-02-06 18:24:39","hotyoga36","hotyoga36","[Video] ⚡️Друзья, на следующих выходных к нам приезжает Александр Таишев с углубленным семинаром по хатха-йоге! Прикрепляем короткое видео, где Александр раскрывает тему семинара👀

Семинар включает теоретическую часть, практику асан, пранаямы и медитации. «Попробуем создать мост между хатха и раджа-йогой и углубить понимание тонкой анатомии йоги».

Александр Таишев — не частый гость в Петербурге, поэтому его визит советуем не упускать. Знания о системе «Панча Вайю» помогут выстроить более осознанную практику.

Интересуйтесь не только освоением новых сложных асан, но и освоением новых внутренних границ🫸🏻💫🫷🏻

15 и 16 февраля, 10:00 — 13:00
📍6 линия В.О., 21

Стоимость:
1 день — 2500₽ 2000₽ (сегодня последний день ранней стоимости) 
2 дня — 4000₽ 

Запись и все вопросы у дежурного администратора❤️‍🔥"
"2025-02-06 13:13:38","hotyoga36","hotyoga36","Добрый день, друзья! 

⚡️Замена в студии на Рубинштейна,36:

- В субботу, 8 февраля в 17:00 вместо HATHA с Оксаной Мавриной пройдет STRETCHING с Натальей Ляпиной.

-В воскресенье, 9 февраля в 10:00 STRETCHING вместо Оксаны Мавриной проведет Анна Швакова.

Будьте внимательны и до встречи на ковриках🙏"
"2025-02-06 09:34:01","Матобразование+","Матобразование+","Поздравляю Вадима Николаевича Соломина с присвоением звания заслуженный учитель Российской Федерации!"
"2025-02-05 20:00:09","Псибот","Псибот","Привет! Как прошел твой день сегодня? Оцени его по 5-балльной шкале (от 1 до 5)."
"2025-02-05 09:03:01","Матобразование+","Матобразование+","Поздравляю Николая Николаевича Андреева с юбилеем!"
"2025-02-04 20:00:09","Псибот","Псибот","Привет! Как прошел твой день сегодня? Готов оценить его по 5-балльной шкале?"
"2025-02-04 10:28:36","လ Практика Йоги с Тумановым Иваном လ","Lesya Korotkova","уже ждём возвращения 🙏🏼✨"
"2025-02-04 10:27:30","လ Практика Йоги с Тумановым Иваном လ","Иван Туманов","[Photo] Всем привет из солнечной Индии☀️ началась моя практика с учителем и я хочу поделиться этим моментом здесь) 
Мы занимаемся 6 дней в неделю в 6 утра, и несколько дней в неделю у нас Чантинг( пропевание мантр). 
Для меня это место силы и то чем я делюсь возвращаясь в СПб. 
Погода здесь солнечная и тёплая, практика даётся легче. Я очень рад уже в 4 ый раз оказаться здесь✨

Знаю что многие скучают и нуждаются в наших занятиях Йогой. Групповые онлайн уроки я пробывал и мне не зашло. Но можно договориться на индив пока я в Индии. 

Далее жду вас на практику в СПб☀️"
"2025-02-04 09:54:01","Матобразование+","Матобразование+","Завышенные ожидания родителей это норма? Лучше завышенные или заниженные?"
"2025-02-03 23:50:53","Чат HotYoga36","Виталий","Сегодня был первый опыт в йоге

Хочу поблагодарить Татьяну Ищенко за прекрасное занятие и кураторство над новичками 🙏🏻"
"2025-02-03 23:48:33","Чат HotYoga36","Anastasia Geo","Тоже интересует 

Собираюсь в отпуск, не хочу пропускать занятия. А интернеты ничего не выдают 🤷"
"2025-02-03 20:00:09","Псибот","Псибот","Привет! Как прошел твой день сегодня? Оцени его по 5-балльной шкале от 1 до 5."
"2025-02-03 13:11:56","Дефект Кулешова","Дефект Кулешова","[Photo] Прошедший чуть мимо больших радаров сюжет прошлогоднего кино — бегство. 

В «Гранд Туре» Мигеля Гомиша англичанин бежит в Азию от замужества. Через сингапурские трипы к малайзийским джунглям. Невеста с радикальной ясностью его преследует, минует скепсис чопорных колонизаторов и риски для своего шаткого здоровья. Гомиш вплетает в ретро-повествование современность: активно миксует изящество декоративной Бирмы 1917-го с панорамами нынешнего Бангкока. Где вспышки инфекций давят уже не европейской тоской, а медицинскими масками. Гомиш продолжает добрую традицию континентальных романистов, которые в начале 20-го века привечали путь вглубь азиатской экзотики как побег от себя. 

Похожим маршрутом, но уже в обратном направлении, к самому себе, следует Цзя Чжанке в «Поколении романтиков». Формально здесь есть главная героиня, также пускающаяся в путь на лоно природы в поисках возлюбленного. Сюжет обрамлен романтическим сознанием автора: дескать, влюбленную пару сам рок заставляет то сходиться, то расходиться, быть вместе вечно — и неизменно держаться на расстоянии. Чжанке оказывается радикальнее Гомиша: большую часть фильма составляют архивные кадры, собранные режиссером за несколько десятков лет карьеры. Это сообщает повествованию исповедальную интонацию, словно движение умозрительной героини — фланирование самого режиссера по изгибам его памяти. VHS-изображение уравнивает все — фасад первого в Китае магазина видеоигр, подготовку к Олимпиаде, площадь Тяньаньмэнь и приятную компанию в караоке. На пути Чжанке к себе встают верстовые столбы, знаменующие, что его поколение уходит в прошлое, и спасти его от забвения можно только этими вот кадрами-филлерами, мозаикой.

Два автора, стало быть, пользуют хронику как инструмент выстраивания маршрута. Куда они, эти маршруты, ведут? В бездну. Либо себя, либо всего того, что вне тебя. Ад — это всё."
"2025-02-03 09:11:01","Матобразование+","Матобразование+","Как регионалка? Расскажите, что хорошо, что плохо? Ну кроме того, что ужасный ворд. Всех похвалить и на всех пожаловаться можно здесь)"
"2025-02-02 20:00:10","Псибот","Псибот","Привет! Как прошел твой день сегодня? Оцени его по 5-балльной шкале от 1 до 5. Как ты себя чувствуешь физически? Оцени свое эмоциональное состояние от 1 до 5. Насколько интересен был день сегодня? И тревожит ли тебя что-нибудь? Оцени это также от 1 до 5."
"2025-02-02 09:06:29","Матобразование+","Матобразование+","[Document] Семинар Блинкова со 2 по 7 мая в Новосибирске. Планирую туда заехать на начало. Регистрироваться лучше торопясь))) https://old.mccme.ru//nir//seminar/files/seminar25.pdf"
"2025-02-02 08:49:24","Дефект Кулешова","Дефект Кулешова","[Photo] Чего

https://basketnews.com/news-218922-biggest-trade-in-nba-history-luka-doncic-traded-to-the-lakers.html"
"2025-02-01 20:00:09","Псибот","Псибот","Привет! Как прошел твой день сегодня? Оцени его по 5-балльной шкале от 1 до 5."
"2025-02-01 13:32:05","Дефект Кулешова","Дефект Кулешова","[Photo] https://www.kinopoisk.ru/media/article/4010659/"
"2025-02-01 11:13:19","Чат HotYoga36","Vika Pika","Всем привет! Может кто-нибудь знает горячие залы в Сочи?"
"2025-02-01 09:29:01","Матобразование+","Матобразование+","Меня позавчера вечером в 20:30 спросил один кандидат:  ""Здравствуйте, а когда сборы к региону?"""
"2025-01-31 20:00:10","Псибот","Псибот","Привет! Как прошел твой день сегодня? Оцени его по шкале от 1 до 5. Как ты себя чувствуешь физически? Оцени своё эмоциональное состояние от 1 до 5. Насколько интересен был день сегодня? И тревожит ли тебя что-нибудь? Оцени это также от 1 до 5."
"2025-01-31 19:14:05","Журналус","Журналус","[Photo] ⁠Журналус №442. Визуальное исследование тумана в голове

Привет, дорогие читатели!

Это свежая подборка самого калорийного контента для арт-директоров и дизайнеров. В этом выпуске кроме прочего:

• Цитаты из книги Мелани Митчелл «Идиoт или гeний? Как работает и на что способен искусственный интеллект»
• Большая статья об использовании образов при создании продуктов
• Перспективные свойства для работы с текстом в CSS
• Семь правил для создания впечатляющих приложений
• Как научить сотрудников проводить исследования самостоятельно
• Как из макета в Figma сделать приложение с помощью ИИ
• Важные навыки для развития карьеры дизайнера и лида
• Как пересмотреть свои навыки в эпоху ИИ
• Бесплатный базовый курс «Главреда» о работе с текстом
• Как реалистично оценить и поставить карьерные цели 
• Интенсив о визуальных исследованиях
• 40 тысяч оригинальных плакатов к старым и новым фильмам
• Визуальное исследование авторской музыкальной нотации
• Подкастус с арт-директором «Сбер-девайсов» Марком Родионовым"
"2025-01-31 16:08:53","Диалог искусств | Эрмитаж","Диалог искусств | Эрмитаж","[Video] Атмосфера вечера-концерта на экспозиции Главного штаба. Первая встреча из цикла «Дизайн в Германии ХХ века» Павла Дейнеки. 

Еще доступны билеты на вечер-концерт «Дизайн в ФРГ и ГДР» 1 марта → купить на сайте"
"2025-01-30 20:00:10","Псибот","Псибот","Привет! Как прошел твой день сегодня? Готов оценить его по 5-балльной шкале?"
"2025-01-29 20:00:09","Псибот","Псибот","Привет! Как прошел твой день сегодня? Оцени его по 5-балльной шкале от 1 до 5."
"2025-01-29 16:33:34","🐲GoGD - Gate of Golden Dragon🐲","🐲GoGD - Gate of Golden Dragon🐲","[Video] А вот теперь…
С Новым годооооом!!!🤩
Змея пришла, Дракон ушёл!
Хорошо это или плохо - увидим!
Будьте здоровы! 
Живите в достатке! 
Пусть год ваш будет наполнен добротой и знаниями!
Обнимаю всех и каждого!

P.S. Видео дождалось момента!😅 Минифильм получился. На Оскара за монтаж не претендую, поэтому не судите строго.😁"
"2025-01-29 14:19:36","Дефект Кулешова","Дефект Кулешова","[Video] Всем привет! Возвращаюсь

29 января в 19:30 в Библиотеке ГЭС-2 состоится презентация нашего специального печатного издания «V–A–C Sreda 2: Кругозор». 

Спикеры: 

➔ Антон Вагин — консультант проекта, музыкант группы «Кобыла и Трупоглазые Жабы», автор YouTube-канала «Хурма» и телеграм-канала «Всякая годная попса».

➔ Коля Редькин — музыкальный журналист и ютубер, автор YouTube-канала «Брокен дэнс» и телеграм-канала «Сломанные пляски».

➔ Юрий Сапрыкин — журналист, критик, главный редактор журнала «Афиша» (2003–2008), руководитель спецпроектов медиа «Кинопоиск», (тг). 

➔ Рома Уваров — дизайнер, создатель и креативный директор апсайклинг-бренда RomaUvarovDesign, (тг). 

➔ И я. 

Модератором выступит Макс Старичков (музыкант, куратор программы «ГЭС-2: Звук»). 

Приходите! Будет здорово

Ссылка на регистрацию — https://ges-2.org/offline-sreda-from-laskovyi-mai-to-ranetki"
"2025-01-29 14:04:06","Диалог искусств | Эрмитаж","Диалог искусств | Эрмитаж","[Photo] Полная программа на февраль: вечера-концерты на экспозициях Главного штаба, Зимнего дворца и во дворце Меншикова. 

→ Расписание на сайте

Подробнее о программе
• «Баухаус: воспитание нового человека через ремесло. Педагогические системы Вальтера Гропиуса и Йоханнеса Иттена». Главный штаб
Купить билет

• «Человечество Франса Халса». Атмосферу вечера дополнит ансамбль старинной музыки Владимира Шуляковского. Камерный зал «Диалог искусств» в Главном штабе
Купить билет

• «Редкости из Блистательной Порты. Мода на изделия турецких мастерских в XVI-XVII вв.». В музыкальной программе Европейская камерная музыка. Зимний дворец
Купить билет

• «Дворец Сына Неба. Запретный город в Пекине». В музыкально программе импровизации на восточных инструментах. Дворец Меншикова
Купить билет

• «Эмиль Галле и стеклодувы Лотарингии». В музыкальной программе французская камерная музыка рубежа XIX-XX веков, а также поэзия Ш. Бодлера и П. Верлена. Главный штаб
Купить билет

• «Игра в Турцию. Европейское тюркери конца XVII-XVIII вв.». В программе Европейская музыка XVIII века. Зимний дворец
Купить билет"
"2025-01-29 11:28:38","Дефект Кулешова","Дефект Кулешова","что является более важным событием для российской культуры: Евгений Онегин или то видео где Фараон гуляет по лесу с девушками одетыми в стиле рококо и говорит ‘самый редкий вид но самый лучший браконьер спорим она вместит себе в глотку револьвер’?"
"2025-01-28 20:55:28","Дефект Кулешова","Дефект Кулешова","[Video] Муд
Спасибо А. Гвоздеву."
"2025-01-28 20:00:09","Псибот","Псибот","Привет! Как прошел твой день? Оцени его по 5-балльной шкале от 1 до 5."
"2025-01-28 19:01:24","🐲GoGD - Gate of Golden Dragon🐲","🐲GoGD - Gate of Golden Dragon🐲","[Photo] Доброго вечера, друзья!
Давно ничего не писал…
Отдохнули от меня?😁

Начну с приглашений…

На практики йоги:

🧘🏽‍♂️ В среду в Хотйога36 на ВО, 19.30
(открытый уровень)

🧘🏽‍♂️В пятницу 31.01 3-х часовое занятие совместно с @Sharpbladed_dragon 
(для подготовленных)
19:30, Чкаловская
Запись у @olgamarfina 

🥋О практиках цигун онлайн сообщу отдельно!

А также уже скоро путешествия!

🏍️Мототур по Бутану
(осталось 2 места)

🏔️Непал трек Манаслу 
(для подготовленных, осталось 1 место!!!)

⛰️Непал трек Марди Химал
(для начинающих)

И в октябре анонсирую пока без подробностей поездку в Дахаб!🌴🐚🐠"
"2025-01-27 22:41:52","လ Практика Йоги с Тумановым Иваном လ","Иван Туманов","[Photo] Фото с нашего выезда в Карелию🌲 Было душевно и уютно!  Обязательно повторим) 
Хочется отметить что формат выезда на 3 дня хорошо восстанавливает и ощущается как небольшое путешествие. Спасибо нашей команде, было душевно )🙏🏻✨"
"2025-01-27 20:00:10","Псибот","Псибот","Привет! Как прошел твой день? Оцени его по 5-балльной шкале от 1 до 5. Как ты себя чувствуешь физически сегодня? Оцени свое эмоциональное состояние от 1 до 5. Насколько интересен был день сегодня? И есть ли что-то, что тебя беспокоит или тревожит?"
"2025-01-27 15:23:03","Дефект Кулешова","Дефект Кулешова","[Photo] Подоспели итоги «Белого слона». 

Голосовал в рамках премии «Голос» для критиков моложе 33 лет (результат досадный, но ДЕМократия!). Павел рекомендует воспользоваться возможностью для составления собственного списка. Пройдусь значит-с по номинациям. 

🗯️Лучший игровой фильм — «Снег в моем дворе» Бакурадзе. Слишком большой отрыв по уровню мастерства от всех прочих. Зрелая чувственность и киногения по-прежнему в дефиците, режиссер, как и раньше, выносливее конвенций и времени;

🗯️Лучший неигровой фильм — «Осколки» Маши Черной. Фильм-ультиматум, прививающий от пелены перед глазами. Не злободневное и не актуальное, а своевременное кино;

🗯️Лучший короткометражный фильм — «Вышел зайчик погулять», Асель Багаутдинова. Вот тут писал, таким молодым голосом не стены пробивать, а сады возводить;

🗯️Лучшая режиссура — Рената Джало, «На этой земле». Ещё по доку «Лёнечка» было ясно, что там, внутри Ренаты, много сложного и невербализованного. Для дебютанта — непростительно высокий уровень постановки и тонкость в ощущении дыхания материала;

🗯️Лучший дебют — Зака Абдрахманова, «Папа умер в субботу». Отковырять свою частность, чтобы проступило нечто столь больное, из «игровиков» удалось в прошлом году только у Заки;

🗯️Лучший сценарий — «Мы жили счастливо», Ильи Леутина. Пусть в этом фильме-лозунге много хлябкого, режиссеру удалось нащупать нетипичный ракурс: драму, в которой бабушка пытается вытащить из тюрьмы внука, посаженного за мем, мы смотрим как-бы от лица поколения 30+. Оно в сюжете фильма потеряно или конформно, но не деятельно;

🗯️Лучшая операторская работа — Сергей Кальварский, «Гнездо из бумаги». Тут тоже не все удалось (мое пространное письмо автору), но визуальная культура у режиссёра (и оператора в одном лице) все еще где-то в сотнях кварков от общего уровня. По-прежнему одна из главных наших надежд (не оправдать можно, предать нельзя);

🗯️Лучшая главная мужская роль —  никто;

🗯️Лучшая главная женская роль — Алина Ходжеванова, «Филателия». Это только 25% от потенциала Алины, большой драматической актрисы уже сейчас;

🗯️Лучшая мужская роль второго плана — Сергей Дёшин, «Ангелы не жужжат». Потому что забавно, диковинно, пластично. 

🗯️Лучшая женская роль второго плана — Елена Лядова, «Чистый лист». С запасом лучшая роль актрисы в обаятельном дебюте. На редкость хорошая ПРОСТО драма.

Российскому кино — честности и мастерства!"
"2025-01-27 05:32:44","влад кяуне","влад кяуне","[Photo] Цитаты из книги

Наташа: Сегодня вас ждут цитаты из книги Яна Чихольда «Новая типографика. Руководство для современного дизайнера». Хотя она впервые увидела свет в 1928 году, без малого век назад, некоторые идеи Чихольда по-прежнему актуальны. Убедитесь сами.

Сегодня «красота» больше не кажется нам прекрасной сама по себе, она больше не является самоцелью, а лишь следствием, атрибутом точной и функциональной конструкции. Эта конструкция лежит в основе всех творений — как природных, так и созданных человеком. Роза по своей структуре и форме не менее функциональна, чем конструкция гоночного автомобиля, — и то и другое подкупает точностью и экономичностью форм.

Инженер — творец нашего времени. Признаки его произведений: экономичность, точность, проектирование на основе чётких форм, соответствующих функции предмета.

Ясность — суть Новой типографики. Этим она отличается от старой типографики, основанной на «красоте» и не стремившейся к предельной ясности, необходимой сегодня. Предельная ясность нужна, потому что современный человек перегружен невероятным количеством разнообразной печатной продукции. Поэтому требуется высочайшая экономия выразительных средств. Небольшие вариации орнаментированных шрифтов, поверхностно понятая «красота» и «украшение» с помощью чужеродных элементов (орнаментов) не могут создать необходимую нам чистую форму. Болезненная привязанность к построению по средней оси (чучелу симметричной композиции) — одна из главных причин сильного консерватизма прежней типографики.

Своеобразие одной формы проявляется наиболее ярко, когда она контрастирует с противоположной формой. Мы бы не знали, что такое день, если бы не было ночи. Возможности контраста бесконечны. Даже простейшие контрасты (большое — малое, светлое — тёмное, горизонтальное — вертикальное, прямоугольное — округлое, плоское — объёмное, цветное — ахроматическое) дают бесконечные возможности визуально убедительного оформления.

Асимметричные формы более логичны. Кроме того, их визуальное воздействие гораздо сильнее, чем у симметричных форм. К тому же гибкая асимметричная форма выражает мобильность современного человека и современной жизни. Если уж и в типографике на место симметричной успокоенности пришло асимметричное движение, то оно уже стало символом изменения жизни. Но оно не должно перейти в беспорядок, в хаос. Стремление к порядку можно выразить и в асимметричном построении. В нём даже легче достичь естественного порядка, чем в симметричной композиции, которая строится не по собственным внутренним законам, а по навязанным извне.

Большие, или прописные, буквы (маюскул) — это конструктивный древнеримский шрифт начала нашей эры, римский капитальный шрифт, который высечен на архитектурных сооружениях. Маленькие, или строчные, буквы (минускул) относятся ко времени Карла Великого (около 800 года). Это так называемый каролингский минускул, который писался пером, с верхними и нижними выносными элементами. Сначала этот шрифт тоже был самостоятельным. Больших букв в нём не было. Только во время Возрождения два вида шрифта — римский капитальный и каролингский минускул — были объединены и получился один шрифт, антиква."
